FIELD_Sample_ID,Other_ID,Source,DOI,TITLE,JOURNAL,AUTHOR,YEAR,District_Name,Deposit,Deposit_Type,Magma_Series,Deposit_Class,Contained_Cu,Company,Block_ID,Hole_ID,UTAS_Catalogue_ID,Project_Name,WGS84_Longitude,WGS84_Latitude,UTM_East,UTM_North,Elevation_m,DDH_Depth,Relationship to ore,Ore score,Epoch/Era,Ore Start,Ore Age err,Ore Age Source,Age (Ma),Age err,Age Source,Prestep calc,Distance_To_Deposit_Centre,UTM_Coord_System,Sampler,Country,Material,Survey_Method,Primary_Sample_Type,Sample_Type,Laboratory_Prep,Laboratory_Analytical,Sulfide_Present,Outcrop_Lith_Category,Rock_Type,Unit_name,Unit_Code,Alteration_Type,Vein_Types,Description,Int_or_volc,NoName,SiO2_pct,Al2O3_pct,Fe2O3_pct,FeO,FeO_pct,MgO_pct,CaO_pct,Na2O_pct,K2O_pct,TiO2_pct,P2O5_pct,MnO_pct,Cr2O3_pct,LOI_pct,H2O+,H2O-,H2O_pct,TOTAL C,TOTAL S,CO2_pct,Sum,Ag_ppm,Al_ppm,As_ppm,Au_ppm,B_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_ppm,Cd_ppm,Ce_ppm,Cl_ppm,Co_ppm,Cr_ppm,CO2_1,Cs_ppm,Cu_ppm,Dy_ppm,Er_ppm,Eu_ppm,F_ppm,Fe_ppm,Ga_ppm,Gd_ppm,Ge_ppm,Hf_ppm,Hg_ppb,Ho_ppm,In_ppm,K_ppm,La_ppm,Li_ppm,Lu_ppm,Mg_ppm,Mn_ppm,Mo_ppm,Na_ppm,Nb_ppm,Nd_ppm,Ni_ppm,P_ppm,Pb_ppm,Pd_ppb,Pr_ppm,Pt_ppb,Rb_ppm,Re_ppb,Sb_ppm,Sc_ppm,Se_ppm,Si_ppm,Sm_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Tb_ppm,Te_ppm,Th_ppm,Ti_ppm,Tl_ppm,Tm_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Yb_ppm,Zn_ppm,Zr_ppm,ND143_ND144,ND143_ND144 i,eNd,PB206_PB204,PB207_PB204,PB208_PB204,SR87_SR86,SR87_SR86 i,AI,Eu/Eu*,Eu/Eu*/Yb(N),Sm(N)/Yb(N),La(N)/Yb(N),Sr/Y,Sr/Zr,(Sr/Y)/Zr,Sr/Yb,(Sr/Y)/Yb,V/Sc,Ba/Y,Fertility
ES-12789a dupe,,Thesis,n/a,GENESIS OF THE EL SALVADOR PORPHYRY COPPER DEPOSIT_ CHILE AND DISTRIBUTION OF EPITHERMAL ALTERATION AT LASSEN PEAK_ CALIFORNIA,PhD Thesis,Lee,2008,El Salvador,El Salvador,Cu-Mo,CA,Giant,17.148,Codelco,,,,,,,443412,7094339,2850,,Pre,2,Eocene,43.3,0.4,Lee_ 2008,43.9,0.4,Lee_ 2008,,,,Lee_ 2008,Chile,,,,,,,,,,L porphyry (Granite Gulch),L ppy GG,,,,INTRUSIVE,,61.65,16.93,,,5.59,1.71,3.42,4.95,1.9,0.739,0.275,0.033,,1.13,,,,,0.199771,,97.19,,,3,,,510,,2,,,38.27,,,8,,4.97,1223,2.29,1.03,1.09,,,22,3.26,,3.53,,0.43,,,19.27,,0.14,,,,,6.4,19.47,12,,9.74,,4.84,,63.8,,,6.7,,,4.03,,626,0.49,0.45,,3.32,,,0.14,1.01,102,,10.99,0.88,198,132,,,,,,,,,30.133556,0.919367,0.177605,5.088384,15.707231,56.960874,4.742424,0.431522,711.363636,64.728265,15.223881,46.405823,1
ES-12789b,,Thesis,n/a,GENESIS OF THE EL SALVADOR PORPHYRY COPPER DEPOSIT_ CHILE AND DISTRIBUTION OF EPITHERMAL ALTERATION AT LASSEN PEAK_ CALIFORNIA,PhD Thesis,Lee,2008,El Salvador,El Salvador,Cu-Mo,CA,Giant,17.148,Codelco,,,,,,,,,,,Late intra,1,Eocene,43.3,0.4,Lee_ 2008,41.8,0.5,Lee_ 2008,,,,Lee_ 2008,Chile,,,,,,,,,,Breccia,Breccia,,,,INTRUSIVE,,75.64,16.32,,,1.22,0.13,0.27,0.68,2.86,0.228,0.024,0.011,,2.31,,,,,0.024971,,97.38,,,6,,,435,,1,,,22.58,,,13,,4.17,193,1.47,1.01,0.33,,,18,1.49,,5.75,,0.33,,,14.4,,0.18,,,,,22.81,8.6,2,,12.79,,2.48,,70.2,,,3.8,,,1.9,,298,1.71,0.23,,15.2,,,0.17,2.59,24,,9.01,1.1,29,182,,,,,,,,,75.888325,0.599608,0.092667,1.919192,9.390104,33.074362,1.637363,0.181727,270.909091,30.067602,6.315789,,1
ES-12790,,Thesis,n/a,GENESIS OF THE EL SALVADOR PORPHYRY COPPER DEPOSIT_ CHILE AND DISTRIBUTION OF EPITHERMAL ALTERATION AT LASSEN PEAK_ CALIFORNIA,PhD Thesis,Lee,2008,El Salvador,El Salvador,Cu-Mo,CA,Giant,17.148,Codelco,,,,,,,,,,,Late intra,1,Eocene,43.3,0.4,Lee_ 2008,41.8,0.5,Lee_ 2008,,,,Lee_ 2008,Chile,,,,,,,,,,L porphyry,L ppy,,,,INTRUSIVE,,61.63,18.26,,,3.63,2.62,2.47,5.73,2.65,0.869,0.089,0.023,,1.15,,,,,0.249713,,97.97,,,,,,269,,1,,,38.58,,,13,,10.02,1461,1.58,0.81,1.01,,,23,2.22,,3.24,,0.3,,,19.65,,0.14,,,,,6.35,17.19,10,,4.95,,4.66,,134.7,,,10.3,,,2.97,,562,0.48,0.3,,3.21,,,0.12,0.73,119,,7.59,0.84,171,119,,,,,,,,,39.123979,1.202514,0.243366,3.928571,16.779687,74.044796,4.722689,0.622225,669.047619,88.148566,11.553398,35.44137,1
ES-12791,,Thesis,n/a,GENESIS OF THE EL SALVADOR PORPHYRY COPPER DEPOSIT_ CHILE AND DISTRIBUTION OF EPITHERMAL ALTERATION AT LASSEN PEAK_ CALIFORNIA,PhD Thesis,Lee,2008,El Salvador,Old Camp,Cu-Mo,CA,Small,,Codelco,,,,,,,444950,7098730,2711,,Pre,2,Eocene,43.3,0.4,Lee_ 2008,43.6,0.3,Lee_ 2008,,,,Lee_ 2008,Chile,,,,,,,,,,Late quartz porphyry,Late Qtz ppy,,,,INTRUSIVE,,66.84,19.22,,,0.98,0.11,0.29,3.91,1.14,0.597,0.122,0.001,,6.38,,,,,0.424513,,93.21,,,14,,,146,,5,,,32.54,,,3,,1.27,66,2.66,0.76,2,,,21,5.58,,2.85,,0.36,,,14.26,,0.1,,,,,7.76,19.28,,,4.16,,4.46,,36.9,,,4.6,,,6.07,,452,0.69,0.66,,3.04,,,0.1,2.02,65,,7.36,0.59,21,119,,,,,,,,,22.93578,1.050612,0.302719,11.431262,17.336766,61.413043,3.798319,0.516076,766.101695,104.089904,14.130435,19.836957,1
ES-12792,,Thesis,n/a,GENESIS OF THE EL SALVADOR PORPHYRY COPPER DEPOSIT_ CHILE AND DISTRIBUTION OF EPITHERMAL ALTERATION AT LASSEN PEAK_ CALIFORNIA,PhD Thesis,Lee,2008,El Salvador,El Salvador,Cu-Mo,CA,Giant,17.148,Codelco,,,,,,,443800,7096245,2476,,Post,2,Eocene,43.3,0.4,Lee_ 2008,41.6,0.5,Lee_ 2008,,,,Lee_ 2008,Chile,,,,,,,,,,Latite dike,Latite dike,,,,INTRUSIVE,,60.08,16.09,,,3.85,1.62,5.11,4.33,2.01,0.881,0.268,0.063,,4.96,,,,,0.224742,,94.31,,,7,,,535,,1,,,40.41,,,10,,2.62,40,1.75,0.65,1.22,,,22,3.04,,3.46,,0.29,,,19.25,,0.07,,,,,7.04,21.37,13,,4.86,,5.22,,32.5,,,6.1,,,4.22,,656,0.43,0.36,,1.82,,,0.09,0.77,100,,7.35,0.51,75,127,,,,,,,,,27.773527,1.041335,0.347112,9.1939,27.074543,89.251701,5.165354,0.702769,1286.27451,175.003335,16.393443,72.789116,1
ES-12793,,Thesis,n/a,GENESIS OF THE EL SALVADOR PORPHYRY COPPER DEPOSIT_ CHILE AND DISTRIBUTION OF EPITHERMAL ALTERATION AT LASSEN PEAK_ CALIFORNIA,PhD Thesis,Lee,2008,El Salvador,El Salvador,Cu-Mo,CA,Giant,17.148,Codelco,,,,,,,,,,,Post,2,Eocene,43.3,0.4,Lee_ 2008,41.6,0.5,Lee_ 2008,,,,Lee_ 2008,Chile,,,,,,,,,,Latite dike,Latite dike,,,,INTRUSIVE,,62.9,15.87,,,3.61,1.63,2.63,3.24,2.57,0.774,0.233,0.025,,5.13,,,,,1.623137,,93.49,,,9,,,460,,,,,34.7,,,8,,5.94,1107,1.61,0.69,1.03,,,18,2.58,,3.12,,0.28,,,16.49,,0.09,,,,,6.27,17.74,12,,36.23,,4.42,,51.5,,,6.3,,,3.55,,463,0.42,0.33,,1.88,,,0.1,0.82,100,,7.06,0.58,168,120,,,,,,,,,41.708044,1.040487,0.30497,6.800766,20.393569,65.580737,3.858333,0.546506,798.275862,113.070235,15.873016,65.155807,1
ES-12794,,Thesis,n/a,GENESIS OF THE EL SALVADOR PORPHYRY COPPER DEPOSIT_ CHILE AND DISTRIBUTION OF EPITHERMAL ALTERATION AT LASSEN PEAK_ CALIFORNIA,PhD Thesis,Lee,2008,El Salvador,El Salvador,Cu-Mo,CA,Giant,17.148,Codelco,,,,,,,,,,,Syn,1,Eocene,43.3,0.4,Lee_ 2008,43.8,0.7,Lee_ 2008,,,,Lee_ 2008,Chile,,,,,,,,,,X porphyry,X ppy,,,,INTRUSIVE,,56.09,15.28,,,5.01,1.67,4.54,3.69,2.17,0.872,0.25,0.016,,6.98,,,,,5.718438,,89.6,,,5,,,326,,,,,34.63,,,9,,1.9,3060,2.32,1,1.15,,,15,3.27,,2.69,,0.42,,,15.23,,0.13,,,,,5.74,19.87,12,,5.15,,4.73,,39.5,,,7.6,,,4.21,,778,0.38,0.44,,1.39,,,0.14,0.63,116,,10.67,0.85,35,106,,,,,,,,,31.814416,0.94756,0.189512,5.503268,12.852321,72.914714,7.339623,0.687875,915.294118,85.782017,15.263158,,1
ES-12795,,Thesis,n/a,GENESIS OF THE EL SALVADOR PORPHYRY COPPER DEPOSIT_ CHILE AND DISTRIBUTION OF EPITHERMAL ALTERATION AT LASSEN PEAK_ CALIFORNIA,PhD Thesis,Lee,2008,El Salvador,El Salvador,Cu-Mo,CA,Giant,17.148,Codelco,,,,,,,,,,,Syn,1,Eocene,43.3,0.4,Lee_ 2008,43.8,0.7,Lee_ 2008,,,,Lee_ 2008,Chile,,,,,,,,,,X porphyry,X ppy,,,,INTRUSIVE,,57.33,18.28,,,2.66,1.88,5.46,5.62,1.92,0.843,0.302,0.009,,2.83,,,,,5.219011,,94.32,,,,,,304,,2,,,31.8,,,4,,4.32,2163,2.12,0.98,1.22,,,21,2.99,,3.56,,0.39,,,15.06,,0.12,,,,,5.37,17.83,6,,4.49,,4.15,,66.7,,,6.9,,,3.72,,749,0.37,0.42,,1.72,,,0.14,0.35,112,,10.16,0.79,20,152,,,,,,,,,25.537634,1.118347,0.240657,5.232068,13.674091,73.720472,4.927632,0.485003,948.101266,93.317054,16.231884,,1
ES-12796,,Thesis,n/a,GENESIS OF THE EL SALVADOR PORPHYRY COPPER DEPOSIT_ CHILE AND DISTRIBUTION OF EPITHERMAL ALTERATION AT LASSEN PEAK_ CALIFORNIA,PhD Thesis,Lee,2008,El Salvador,El Salvador,Cu-Mo,CA,Giant,17.148,Codelco,,,,,,,,,,,Late intra,1,Eocene,43.3,0.4,Lee_ 2008,43.8,0.7,Lee_ 2008,,,,Lee_ 2008,Chile,,,,,,,,,,L porphyry,L ppy,,,,INTRUSIVE,,62.67,16.61,,,3.21,1.49,3.82,4.81,2.2,0.727,0.232,0.029,,2.55,,,,,2.572049,,95.8,,,1,,,609,,1,,,34.78,,,4,,2.84,518,1.6,0.62,1.16,,,21,2.71,,3.25,,0.27,,,16.26,,0.07,,,,,6.65,18.5,6,,5.47,,4.52,,48.5,,,4.7,,,3.75,,619,0.47,0.34,,2.34,,,0.08,0.59,86,,6.97,0.49,50,121,,,,,,,,,29.951299,1.112452,0.385953,8.503401,23.802635,88.809182,5.115702,0.73396,1263.265306,181.243229,18.297872,87.374462,1
ES-12800,,Thesis,n/a,GENESIS OF THE EL SALVADOR PORPHYRY COPPER DEPOSIT_ CHILE AND DISTRIBUTION OF EPITHERMAL ALTERATION AT LASSEN PEAK_ CALIFORNIA,PhD Thesis,Lee,2008,El Salvador,El Salvador,Cu-Mo,CA,Giant,17.148,Codelco,,,,,,,444806,7097301,2700,,Late intra,1,Eocene,43.3,0.4,Lee_ 2008,43.8,0.6,Lee_ 2008,,,,Lee_ 2008,Chile,,,,,,,,,,L porphyry,L ppy,,,,INTRUSIVE,,63.22,17.2,,,3.72,1.67,1.8,5.87,2.41,0.65,0.181,0.027,,2.05,,,,,0.299656,,96.75,,,3,,,480,,,,,44.87,,,4,,4.42,3714,2.8,1.54,1.35,,,21,3.11,,3.36,,0.55,,,23.19,,0.23,,,,,6.93,20.61,7,,11.76,,5.42,,90,,,7.2,,,4.01,,471,0.54,0.47,,2.81,,,0.24,1.46,95,,13.75,1.5,187,125,,,,,,,,,34.723404,1.168705,0.132453,2.97037,11.089451,34.254545,3.768,0.274036,314,22.836364,13.194444,34.909091,1
ES-12804,,Thesis,n/a,GENESIS OF THE EL SALVADOR PORPHYRY COPPER DEPOSIT_ CHILE AND DISTRIBUTION OF EPITHERMAL ALTERATION AT LASSEN PEAK_ CALIFORNIA,PhD Thesis,Lee,2008,El Salvador,El Salvador,Cu-Mo,CA,Giant,17.148,Codelco,,,,,,,,,,,Late intra,1,Eocene,43.3,0.4,Lee_ 2008,43.8,0.6,Lee_ 2008,,,,Lee_ 2008,Chile,,,,,,,,,,L porphyry,L ppy,,,,INTRUSIVE,,60.66,16.67,,,5.65,1.44,2.56,3.97,3.44,0.752,0.242,0.019,,2.8,,,,,1.523252,,95.41,,,3,,,708,,1,,,73.09,,,7,,9.8,2464,1.7,0.62,1.47,,,22,3.32,,3.49,,0.28,,,40.02,,0.07,,,,,6.39,29.35,11,,5.3,,8.12,,127.3,,,4.4,,,4.97,,561,0.49,0.37,,2.26,,,0.08,2.13,105,,6.89,0.48,161,131,,,,,,,,,42.7695,1.106353,0.391833,11.50463,59.804852,81.422351,4.282443,0.621545,1168.75,169.629898,23.863636,102.75762,1
ES-12807,,Thesis,n/a,GENESIS OF THE EL SALVADOR PORPHYRY COPPER DEPOSIT_ CHILE AND DISTRIBUTION OF EPITHERMAL ALTERATION AT LASSEN PEAK_ CALIFORNIA,PhD Thesis,Lee,2008,El Salvador,El Salvador,Cu-Mo,CA,Giant,17.148,Codelco,,,,,,,443780,7095770,2384,,Syn,1,Eocene,43.3,0.4,Lee_ 2008,42.3,0.5,Lee_ 2008,,,,Lee_ 2008,Chile,,,,,,,,,,K porphyry,K ppy,,,,INTRUSIVE,,64.19,14.85,,,3.1,1.47,4,4.35,1.25,0.582,0.173,0.011,,3.99,,,,,3.620845,,93.99,,,2,,,517,,1,,,37.17,,,5,,1.44,407,1.68,0.66,0.99,,,20,2.75,,2.6,,0.27,,,18.16,,0.08,,,,,5.92,18.33,6,,3.2,,4.61,,24.6,,,4.4,,,3.61,,552,0.41,0.34,,1.87,,,0.09,0.38,96,,7.58,0.52,22,113,,,,,,,,,24.570912,0.960592,0.31404,7.713675,25.050308,72.823219,4.884956,0.644453,1061.538462,140.044652,21.818182,68.205805,1
ES-12808,,Thesis,n/a,GENESIS OF THE EL SALVADOR PORPHYRY COPPER DEPOSIT_ CHILE AND DISTRIBUTION OF EPITHERMAL ALTERATION AT LASSEN PEAK_ CALIFORNIA,PhD Thesis,Lee,2008,El Salvador,Old Camp,Cu-Mo,CA,Small,,Codelco,,,,,,,445110,7098940,2650,,Pre,2,Eocene,43.3,0.4,Lee_ 2008,43.6,0.6,Lee_ 2008,,,,Lee_ 2008,Chile,,,,,,,,,,Quartz porphyry,Qtz ppy,,,,INTRUSIVE,,81.14,5.38,,,2.6,0.23,0.06,0.58,3.26,0.126,0.026,0.011,,4.27,,,,,1.573195,,93.41,,,19,,,589,,4,,,10.54,,,5,,0.44,10517,0.77,0.38,0.31,,,6,1,,0.96,,0.14,,,5.03,,0.06,,,,,3.35,5.25,3,,4.76,,1.34,,36.2,,,1.4,,,1.17,,44,0.36,0.14,,1.86,,,0.06,0.41,19,,4,0.34,39,29,,,,,,,,,84.503632,0.876178,0.438089,3.823529,10.611814,11,1.517241,0.37931,129.411765,32.352941,13.571429,,1
ES-12809,,Thesis,n/a,GENESIS OF THE EL SALVADOR PORPHYRY COPPER DEPOSIT_ CHILE AND DISTRIBUTION OF EPITHERMAL ALTERATION AT LASSEN PEAK_ CALIFORNIA,PhD Thesis,Lee,2008,El Salvador,El Salvador,Cu-Mo,CA,Giant,17.148,Codelco,,,,,,,,,,,Post,2,Eocene,43.3,0.4,Lee_ 2008,41.6,0.5,Lee_ 2008,,,,Lee_ 2008,Chile,,,,,,,,,,Latite dike,Latite dike,,,,INTRUSIVE,,60.61,16.18,,,6.15,1.17,3.38,4.23,2.12,0.843,0.258,0.061,,3.81,,,,,0.674226,,95,,,5,,,557,,2,,,40.05,,,12,,2.19,87,1.71,0.62,1.18,,,23,2.86,,3.64,,0.28,,,19.19,,0.07,,,,,7.03,20.81,16,,8.35,,5.14,,34.3,,,5.5,,,4,,573,0.45,0.35,,1.8,,,0.08,0.78,92,,6.73,0.48,218,128,,,,,,,,,30.183486,1.066578,0.377746,9.259259,28.677039,85.141159,4.476562,0.665165,1193.75,177.377415,16.727273,82.763744,1
ES-12810,,Thesis,n/a,GENESIS OF THE EL SALVADOR PORPHYRY COPPER DEPOSIT_ CHILE AND DISTRIBUTION OF EPITHERMAL ALTERATION AT LASSEN PEAK_ CALIFORNIA,PhD Thesis,Lee,2008,El Salvador,El Salvador,Cu-Mo,CA,Giant,17.148,Codelco,,,,,,,,,,,Syn,1,Eocene,43.3,0.4,Lee_ 2008,43.8,0.7,Lee_ 2008,,,,Lee_ 2008,Chile,,,,,,,,,,X porphyry,X ppy,,,,INTRUSIVE,,61.01,21.12,,,3.14,0.28,0.06,0.33,3.22,0.804,0.154,,,8.95,,,,,0.674226,,90.11,,,1,,,363,,,,,9.85,,,5,,2.01,1468,0.49,0.22,0.33,,,19,0.82,,2.95,,0.09,,,4.66,,0.03,,,,,5.89,5.27,7,,4.44,,1.29,,51.8,,,7,,,1.1,,126,0.4,0.11,,0.92,,,0.03,0.46,147,,1.65,0.2,21,131,,,,,,,,,89.974293,1.062269,0.902928,6.111111,16.71308,76.363636,0.961832,0.582929,630,381.818182,21,220,1
ES-12811,,Thesis,n/a,GENESIS OF THE EL SALVADOR PORPHYRY COPPER DEPOSIT_ CHILE AND DISTRIBUTION OF EPITHERMAL ALTERATION AT LASSEN PEAK_ CALIFORNIA,PhD Thesis,Lee,2008,El Salvador,El Salvador,Cu-Mo,CA,Giant,17.148,Codelco,,,,,,,444610,7096745,2574,,Syn,1,Eocene,43.3,0.4,Lee_ 2008,43.8,0.7,Lee_ 2008,,,,Lee_ 2008,Chile,,,,,,,,,,X porphyry,X ppy,,,,INTRUSIVE,,61.92,22.12,,,1.78,0.18,0.06,0.13,1.59,0.802,0.192,,,10.31,,,,,0.649255,,88.77,,,18,,,253,,,,,31.31,,,6,,1.4,2403,1.2,0.48,1.01,,,20,2.46,,2.96,,0.19,,,14.51,,0.07,,,,,7.26,17.55,13,,3.99,,4.17,,30.3,,,5.3,,,3.88,,371,0.5,0.27,,1.89,,,0.07,0.5,94,,4.06,0.43,51,139,,,,,,,,,90.306122,0.999451,0.395132,10.02584,24.20469,91.37931,2.669065,0.657405,862.790698,212.510024,17.735849,62.315271,1
ES-12812,,Thesis,n/a,GENESIS OF THE EL SALVADOR PORPHYRY COPPER DEPOSIT_ CHILE AND DISTRIBUTION OF EPITHERMAL ALTERATION AT LASSEN PEAK_ CALIFORNIA,PhD Thesis,Lee,2008,El Salvador,El Salvador,Cu-Mo,CA,Giant,17.148,Codelco,,,,,,,,,,,Post,2,Eocene,43.3,0.4,Lee_ 2008,41.6,0.5,Lee_ 2008,,,,Lee_ 2008,Chile,,,,,,,,,,Latite dike,Latite dike,,,,INTRUSIVE,,58.86,15.72,,,6.98,0.91,3.19,4.22,2.05,0.851,0.254,0.071,,5.83,,,,,0.174799,,93.12,,,7,,,516,,1,,,39.15,,,9,,9.98,48,1.67,0.66,1.21,,,22,2.96,,3.4,,0.29,,,18.69,,0.07,,,,,6.84,20.68,14,,5.96,,5.08,,38.2,,,5.7,,,4.05,,567,0.44,0.36,,1.78,,,0.08,0.78,99,,7.02,0.47,137,125,,,,,,,,,28.543877,1.068404,0.386444,9.574468,28.524104,80.769231,4.536,0.646154,1206.382979,171.849427,17.368421,,1
ES-12813,,Thesis,n/a,GENESIS OF THE EL SALVADOR PORPHYRY COPPER DEPOSIT_ CHILE AND DISTRIBUTION OF EPITHERMAL ALTERATION AT LASSEN PEAK_ CALIFORNIA,PhD Thesis,Lee,2008,El Salvador,El Salvador,Cu-Mo,CA,Giant,17.148,Codelco,,,,,,,,,,,Syn,1,Eocene,43.3,0.4,Lee_ 2008,43.8,0.7,Lee_ 2008,,,,Lee_ 2008,Chile,,,,,,,,,,X porphyry,X ppy,,,,INTRUSIVE,,62.32,19.13,,,4.99,0.1,0.05,0.31,2.15,0.817,0.317,,,8.88,,,,,0.724169,,90.18,,,,,,220,,,,,24.73,,,9,,0.88,11,0.88,0.36,0.66,,,5,1.5,,2.46,,0.15,,,11.78,,0.06,,,,,5.86,12.22,1,,2.08,,3.12,,35.7,,,3.9,,,2.25,,194,0.39,0.18,,0.98,,,0.05,0.57,77,,3.4,0.36,10,134,,,,,,,,,86.206897,1.098325,0.518653,6.944444,23.471636,57.058824,1.447761,0.425812,538.888889,158.496732,19.74359,64.705882,1
ES-12814,,Thesis,n/a,GENESIS OF THE EL SALVADOR PORPHYRY COPPER DEPOSIT_ CHILE AND DISTRIBUTION OF EPITHERMAL ALTERATION AT LASSEN PEAK_ CALIFORNIA,PhD Thesis,Lee,2008,El Salvador,El Salvador,Cu-Mo,CA,Giant,17.148,Codelco,,,,,,,,,,,Late intra,1,Eocene,43.3,0.4,Lee_ 2008,43.8,0.7,Lee_ 2008,,,,Lee_ 2008,Chile,,,,,,,,,,L porphyry,L ppy,,,,INTRUSIVE,,64.06,17.91,,,3.12,1.53,2.95,5.28,1.89,0.791,0.248,0.013,,1.56,,,,,0.124857,,97.79,,,1,,,531,,,,,45.69,,,8,,4.42,342,2.03,0.77,1.36,,,22,3.42,,3.18,,0.33,,,22.08,,0.09,,,,,7.17,22.89,9,,4.65,,5.76,,51.6,,,5.3,,,4.51,,641,0.5,0.42,,2.78,,,0.1,0.78,92,,8.69,0.56,43,145,,,,,,,,,29.356223,1.058671,0.321382,8.948413,28.282098,73.762946,4.42069,0.50871,1144.642857,131.719546,17.358491,61.104718,1
IM40,,GEOROC,10.2113/gsecongeo.96.2.271,Geologic Evolution of the Escondida Area_ Northern Chile: A Model for Spatial and Temporal Localization of Porphyry Cu Mineralization,Econ. Geol.,Richards et al.,2001,Escondida,Escondida,Cu-Mo,CA,N/A,N/A,Escondida,,,,,,,,,,,Pre,4,Palaeozoic,37.9,1.1,Richards et al 2001,267.6,4.3,,,,,Richards et al 2001,Chile,,,,,,,,,RHYOLITE,Rhyolitic vitrophyre,Pz rp,,,,VOLCANIC,,70.93,14.17,3.53,,3.176294,0.63,1.2,3.38,4.19,0.48,0.11,0.07,,1.02,,,,,0.027,,99.71,,,8,,,1100,,,,0.04,71,,,0.88,,2.2,4.3,5.2,3.1,1.5,,,17,5.5,,5.5,,1.1,,,35,14,0.47,1.5,,,,8.2,30,1.2,,14,,8.1,,140,,0.92,10,,,6.2,2.4,350,,0.81,,11,,0.74,0.49,3,34,,30,3.3,36,200,,,,,,,,,51.276596,0.785304,0.040455,2.087542,7.607723,11.666667,1.75,0.058333,106.060606,3.535354,3.4,,0
IM43,,GEOROC,10.2113/gsecongeo.96.2.271,Geologic Evolution of the Escondida Area_ Northern Chile: A Model for Spatial and Temporal Localization of Porphyry Cu Mineralization,Econ. Geol.,Richards et al.,2001,Escondida,Escondida,Cu-Mo,CA,N/A,N/A,Escondida,,,,,,,,,,,Pre,4,Palaeozoic,37.9,1.1,Richards et al 2001,267.6,4.3,,,,,Richards et al 2001,Chile,,,,,,,,,ANDESITE,Andesite porphyry,Pz ap,,,,VOLCANIC,,61.84,15.8,5.83,,5.245834,2.88,4.1,2.87,3.36,0.64,0.13,0.1,,1.86,,,,,0.011,,99.4,,,5,,,540,,,,0.1,43,,,15,,4.4,59,3.6,2.1,0.85,,,17,3.5,,4.4,,0.75,,,21,32,0.31,1.2,,,,6.9,18,14,,13,,4.9,,130,,0.5,19,,,3.8,1.1,310,,0.58,,14,,0.52,0.33,3.8,140,,21,2.3,59,180,,,,,,,,,47.236942,0.712552,0.052667,1.835749,6.549257,14.761905,1.722222,0.082011,134.782609,6.418219,7.368421,25.714286,0
IM58,,GEOROC,10.2113/gsecongeo.96.2.271,Geologic Evolution of the Escondida Area_ Northern Chile: A Model for Spatial and Temporal Localization of Porphyry Cu Mineralization,Econ. Geol.,Richards et al.,2001,Escondida,Escondida,Cu-Mo,CA,N/A,N/A,Escondida,,,,,,,,,,,Pre,4,Palaeozoic,37.9,1.1,Richards et al 2001,267.6,4.3,,,,,Richards et al 2001,Chile,,,,,,,,,ANDESITE,Andesitic vitrophyre,Pz and,,,,VOLCANIC,,60.74,22.58,8.11,,7.297378,0.64,0.97,1.11,2.83,0.83,0.12,0.03,,1.43,,,,,0.012,,99.39,,,12,,,600,,,,0.03,49,,,140,,19,13,3.9,2.1,1.5,,,19,5.2,,4.9,,0.77,,,29,47,0.32,2.9,,,,5,24,26,,8,,6.1,,160,,0.62,70,,,5.7,1.9,310,,0.68,,19,,1,0.33,2.3,290,,20,2.2,30,190,,,,,,,,,62.522523,0.842317,0.065088,2.878788,9.455313,15.5,1.631579,0.081579,140.909091,7.045455,4.142857,30,0
IM85,,GEOROC,10.2113/gsecongeo.96.2.271,Geologic Evolution of the Escondida Area_ Northern Chile: A Model for Spatial and Temporal Localization of Porphyry Cu Mineralization,Econ. Geol.,Richards et al.,2001,Escondida,Escondida,Cu-Mo,CA,N/A,N/A,Escondida,,,,,,,,,,,Pre,4,Palaeozoic,37.9,1.1,Richards et al 2001,267.6,4.3,,,,,Richards et al 2001,Chile,,,,,,,,,DACITE,Dacite porphyry,Pz ap,,,,VOLCANIC,,63.56,16.07,5.66,,5.092868,2.41,4.25,3.18,2.53,0.69,0.17,0.1,,1.38,,,,,0.011,,100,,,8,,,670,,,,0.11,45,,,10,,3.8,50,3.8,2.3,1,,,18,4,,4.9,,0.8,,,22,30,0.35,0.86,,,,5.3,20,9.9,,9.8,,5.3,,71,,0.14,16,,,4.3,1.3,380,,0.6,,5.6,,0.32,0.35,1.6,110,,22,2.1,57,180,,,,,,,,,39.935327,0.737156,0.059675,2.275132,7.514567,17.272727,2.111111,0.09596,180.952381,8.225108,6.875,30.454545,0
